video_trending_country,trending_year,trending_month,video_title,video_category_id,channel_title,video_view_count,video_like_count,video_comment_count,video_duration,trending_appearances
Denmark,2024,12,"Beat Ronaldo, Win $1,000,000",Entertainment,MrBeast,179234402,6818424,105233,PT22M45S,31
Denmark,2025,1,Surfing on 3.5 Million BBs!,Science & Technology,Mark Rober,44782798,2073061,1754,PT54S,26
Denmark,2025,2,The perfect snowball 😳❄️ (via @vidough/TT),Entertainment,SportsNation,82432219,,6064,PT31S,28
Denmark,2025,3,When he ran into the door! 😲,Entertainment,Justin Flom,96901830,4239570,8922,PT1M10S,28
Denmark,2025,4,Prepared father anticipates baby’s next move,People & Blogs,Daily Mail Cute,54295338,2613491,8050,PT19S,23
Denmark,2025,5,CRAZIEST IMPOSSIBLE SHOT YET 🤯🏒 @AlwaysHockey,Sports,Dude Perfect,114867493,4863896,3519,PT44S,30
Denmark,2025,6,DIY Bamboo Creations with Two clour Balloone Slingshots #Bamboo #Slingshots #Diy #Bambooart,People & Blogs,Bamboo Art,114719343,2427373,,PT19S,29
Denmark,2025,7,Who was faster? 😳😱 @isabellaafro,Comedy,Jaymondy,194847445,3882657,10634,PT17S,22
Denmark,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
Denmark,2025,9,Fadel Chaker - Sahak Isho2  | 2025 | فضل شاكر - صحاك الشوق,Music,Fadel Chaker,68172768,573428,57843,PT4M2S,30
Denmark,2025,10,Taylor Swift - The Fate of Ophelia (Official Music Video),Music,Taylor Swift,83117818,1686508,78790,PT3M59S,25
Denmark,2025,11,Stranger Things 5 | Official Trailer | Netflix,Entertainment,Netflix,21383077,706223,35579,PT2M55S,30
Denmark,2025,12,BLOK3 - KUSURA BAKMA (Official Music Video),Music,Blok3,63238193,570354,38084,PT2M54S,31
Denmark,2026,1,The Odyssey | Official Trailer,Entertainment,Universal Pictures,32914538,552217,27816,PT1M54S,27
Denmark,2026,2,Bruno Mars - I Just Might [Official Music Video],Music,Bruno Mars,57213771,1317125,58601,PT3M33S,2
Dominican Republic,2024,10,"100 Identical Twins Fight For $250,000",Entertainment,MrBeast,103308998,2841745,26176,PT35M40S,19
Dominican Republic,2024,11,BABYMONSTER - 'CLIK CLAK' M/V,People & Blogs,BABYMONSTER,96535645,1295446,61719,PT2M55S,30
Dominican Republic,2024,12,"Beat Ronaldo, Win $1,000,000",Entertainment,MrBeast,179234402,6818431,105232,PT22M45S,31
Dominican Republic,2025,1,Luck Ra || BZRP Music Sessions #61,Entertainment,Bizarrap,19771270,505276,30707,PT2M53S,31
Dominican Republic,2025,2,Every Minute One Person Is Eliminated,Entertainment,MrBeast,93030869,2568561,69544,PT34M46S,28
Dominican Republic,2025,3,LISA - FUTW (Vixi Solo Version) (Official Music Video),Music,LLOUD Official,31155452,1548509,93776,PT3M48S,31
Dominican Republic,2025,4,Chris Lebron - Préstame (Video Oficial),Music,Chris Lebron,9849409,115156,4650,PT3M22S,29
Dominican Republic,2025,5,"Would You Risk Drowning for $500,000?",Entertainment,MrBeast,132891751,2711393,41088,PT25M46S,31
Dominican Republic,2025,6,Así es la universidad más costosa del mundo | HARVARD,Entertainment,Luisito Comunica,11926033,299863,4935,PT22M19S,30
Dominican Republic,2025,7,"Lose 100 LBs, Win $250,000!",Entertainment,MrBeast,174456292,5993566,99655,PT36M50S,22
Dominican Republic,2025,8,REGULAR - Huan62 x DOWEL KING x LIL NAAY (vídeo),Music,Huan62,1023669,47697,1504,PT3M26S,10
Dominican Republic,2025,9,Shelow Shaq ft Lapiz Conciente - Rap De La Mata | Video Oficial,Music,Shelow Shaq,1038900,84755,8779,PT3M,11
Dominican Republic,2025,10,"El Alfa ""El Jefe"" x Lapiz Conciente - TA TO FRIO | Video Oficial",Music,ElAlfaElJefeTV,4796511,133472,13684,PT3M50S,10
Dominican Republic,2025,11,DADDY YANKEE || BZRP Music Sessions #0/66,Entertainment,Bizarrap,37439353,2285321,111410,PT2M40S,10
Dominican Republic,2025,12,LIL NAAY X MYKE TOWERS - PENDING (VIDEO OFICIAL),Music,Lil Naay,1929401,55234,1760,PT2M37S,10
Dominican Republic,2026,1,Bulin 47 - Morbo (Video Oficial),Music,Bulin 47 Oficial,1243284,31473,1172,PT2M32S,10
Dominican Republic,2026,2,"Survive 99 Nights, Win $99,000",Gaming,MrBeast Gaming,9899328,228426,13897,PT21M57S,2
Ecuador,2024,10,진 (Jin) ‘슈퍼 참치 (Super Tuna)’ Special Video,Music,BANGTANTV,11027556,1342932,99900,PT2M11S,19
Ecuador,2024,11,"$1 vs $500,000 Experiences!",Entertainment,MrBeast,113605337,3899732,49423,PT17M40S,25
Ecuador,2024,12,BAD BUNNY - EL CLúB (Video Oficial) | DeBÍ TiRAR MáS FOToS,Music,Bad Bunny,13568704,472328,27010,PT5M55S,26
Ecuador,2025,1,Luck Ra || BZRP Music Sessions #61,Entertainment,Bizarrap,19771270,505276,30707,PT2M53S,31
Ecuador,2025,2,Every Minute One Person Is Eliminated,Entertainment,MrBeast,93030869,2568561,69544,PT34M46S,28
Ecuador,2025,3,AMONG US EN 3D??? FLIPO,Gaming,Auron,4044103,191398,2502,PT34M39S,31
Ecuador,2025,4,Fui a restaurantes de 1 estrella.,Entertainment,GONZOK,7203319,110369,4708,PT51M44S,29
Ecuador,2025,5,ASÍ ES CUBA: un país atrapado en el pasado | ¿Cómo vive la gente? 🇨🇺,Entertainment,Luisito Comunica,24139526,469084,37682,PT46M18S,30
Ecuador,2025,6,Así es la universidad más costosa del mundo | HARVARD,Entertainment,Luisito Comunica,11926033,299863,4935,PT22M19S,30
Ecuador,2025,7,"Lose 100 LBs, Win $250,000!",Entertainment,MrBeast,174456292,5993566,99655,PT36M50S,22
Ecuador,2025,8,Greeicy - Quiero + (Official Video),Music,GreeicyVEVO,3629703,90305,2856,PT2M35S,7
Ecuador,2025,9,Lady Gaga - The Dead Dance (Official Music Video),Music,LadyGagaVEVO,18671388,723998,51957,PT4M47S,7
Ecuador,2025,10,"Ricky Martin, Carín León - A Medio Vivir (Official Video)",Music,RickyMartinVEVO,5290279,118232,4450,PT4M1S,7
Ecuador,2025,11,DADDY YANKEE || BZRP Music Sessions #0/66,Entertainment,Bizarrap,33951796,2235961,109620,PT2M40S,8
Ecuador,2025,12,ROSALÍA - La Perla (Official Video) ft. Yahritza Y Su Esencia,Music,RosaliaVEVO,6758042,205420,8135,PT3M30S,7
Ecuador,2026,1,Maluma - Borro Cassette (Lyrics / Letra Video),Music,44.4FM Records,1702979,2548,24,PT3M30S,7
Ecuador,2026,2,"Survive 99 Nights, Win $99,000",Gaming,MrBeast Gaming,9899328,228432,13897,PT21M57S,2
Egypt,2024,10,"100 Identical Twins Fight For $250,000",Entertainment,MrBeast,103307541,2841735,26176,PT35M40S,19
Egypt,2024,11,진 (Jin) 'I'll Be There' Official MV,Music,HYBE LABELS,23115866,1889856,236822,PT3M15S,30
Egypt,2024,12,"Beat Ronaldo, Win $1,000,000",Entertainment,MrBeast,179234402,6818423,105232,PT22M45S,31
Egypt,2025,1,الجيم | الدحيح,People & Blogs,New Media Academy Life,3023263,131037,3657,PT26M33S,31
Egypt,2025,2,Every Minute One Person Is Eliminated,Entertainment,MrBeast,93030868,2568558,69544,PT34M46S,28
Egypt,2025,3,الحسن عادل - ياحلاوة رمضان [2025] | Alhassan Adel - Ya 7alawet Ramadan,Music,Alhassan adel,11546653,233181,18843,PT2M55S,31
Egypt,2025,4,Fadel Chaker - Hawa Aljnoub | فضل شاكر - هوى الجنوب | 2025,Music,Fadel Chaker,6368461,52632,6630,PT4M29S,29
Egypt,2025,5,"Would You Risk Drowning for $500,000?",Entertainment,MrBeast,132891751,2711391,41088,PT25M46S,31
Egypt,2025,6,SEVENTEEN (세븐틴) 'THUNDER' Official MV,Music,HYBE LABELS,55634004,930611,122712,PT3M6S,30
Egypt,2025,7,"Lose 100 LBs, Win $250,000!",Entertainment,MrBeast,174456292,5993550,99654,PT36M50S,22
Egypt,2025,8,Fouad Jned x Bessan Ismail x Amjad Jomaa - 3lash (Official Music Video) | علاش,Music,Fouad Jned,15559417,466122,69007,PT3M24S,8
Egypt,2025,9,Bessan Ismail - Metl El Amira (Official Music Video) | بيسان إسماعيل - متل الأميرة,Music,Bessan Ismail Music,14498911,349979,74887,PT3M25S,8
Egypt,2025,10,Al Shami - Keefo [Official Music Video] (2025) /الشامي-  كيفو,Music,Al Shami - الشامي,5509658,205045,49646,PT3M4S,8
Egypt,2025,11,Nancy Ajram - Ya Albo​ (Official Music Video) / نانسي عجرم - يا قلبو‎‎,Music,Nancy Ajram,5356154,41386,2835,PT3M37S,8
Egypt,2025,12,Ramy Gamal - Wadateny [Official Lyrics Video] | رامي جمال - ودعتيني,Music,Ramy Gamal,1304103,15323,855,PT4M11S,8
Egypt,2026,1,الحسن عادل - محدش ملاحظ [2026] | Alhassan Adel - Ma7dsh Mla7z,Music,Alhassan adel,1008629,49783,9678,PT2M39S,8
Egypt,2026,2,"Survive 99 Nights, Win $99,000",Gaming,MrBeast Gaming,9899328,228389,13895,PT21M57S,2
El Salvador,2024,10,*are you satisfied [Nam Phương] #namphuong #shorts #kungfu #martialarts #fighting #shaolin,Entertainment,Nam Phương,184320109,3463653,7170,PT19S,19
El Salvador,2024,11,Perfect Pitch Challenge? Easy! 🎤😎| Free Fire Official,Gaming,Garena Free Fire Global,108522026,1849614,5758,PT13S,30
El Salvador,2024,12,World’s Most DANGEROUS Theme Park!,People & Blogs,Stokes Twins,141730131,3501593,6286,PT51S,31
El Salvador,2025,1,How Many People To Stop Ronaldo?,Entertainment,MrBeast,172451122,7131546,16260,PT21S,31
El Salvador,2025,2,Don’t try this trick with a Squid Game Soldier 😉 #squidgame,Entertainment,Andrey Grechka,194722130,3566317,4769,PT15S,28
El Salvador,2025,3,Sigma Kid Dream #funny #sigma,Entertainment,CRAZY GREAPA,110688788,2699657,4170,PT32S,31
El Salvador,2025,4,"Last to Breathe Wins $1,000!",People & Blogs,Stokes Twins,146983515,3542258,10319,PT36S,29
El Salvador,2025,5,Level 1 to 1000 SLAP! 🖐️💥,Entertainment,Preston,59706925,917524,576,PT20S,30
El Salvador,2025,6,Así se grabó mi primera serie de televisión😂,Entertainment,Chuster,19252415,492844,1212,PT16S,30
El Salvador,2025,7,Anuel AA - Little Demon (Video Oficial),Music,Anuel AA,26780946,672550,41870,PT2M39S,31
El Salvador,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
El Salvador,2025,9,💕🧃 YOGURCITO REMIX | BLESSD ❌ ANUEL AA ❌ YAN BLOCK ❌ LUAR LA L ❌ ROA  ❌ KRIS R,Music,BLESSD EL BENDITO 💙,29013942,340269,11821,PT6M16S,30
El Salvador,2025,10,Milo J - Niño (Official Video),Music,MILOJVEVO,11338516,267163,9926,PT4M31S,29
El Salvador,2025,11,Shakira - Hips Don’t Lie with Ed Sheeran & Beéle (LIVE) Oral Fixation - 20th | Spotify Anniversary,Howto & Style,Shakira,19319539,340025,8909,PT3M37S,30
El Salvador,2025,12,Romeo Santos & Prince Royce - Lokita Por Mí (Lyric Video),Music,Romeo Santos,10656312,100640,2912,PT4M,31
El Salvador,2026,1,"Ryan Castro, Kapo - LA VILLA (Letra) || su mini mini a mí me hipnotizo",Music,Marinosaurio,10837472,47941,445,PT3M13S,31
El Salvador,2026,2,Bruno Mars - I Just Might [Official Music Video],Music,Bruno Mars,57213771,1317129,58603,PT3M33S,2
Estonia,2024,10,哈哈大家为了进去也是想尽办法！#火影忍者 #佐助 #家庭,People & Blogs,火影忍者一家,133847402,1811482,1995,PT33S,19
Estonia,2024,11,How Strong is Tin Foil? 💪,Entertainment,Brianna,80424459,1367767,1514,PT25S,30
Estonia,2024,12,"Beat Ronaldo, Win $1,000,000",Entertainment,MrBeast,179234402,6818432,105232,PT22M45S,31
Estonia,2025,1,You've Never Seen Hoops Like These 🏀,Sports,Red Bull,107913165,4469982,8058,PT46S,31
Estonia,2025,2,It works #beatbox #tiktok,Entertainment,BeatboxJCOP,90228506,1557387,1700,PT37S,28
Estonia,2025,3,Trying to keep a clean house with a toddler.,Comedy,Daniel LaBelle,146440555,2671183,6210,PT45S,31
Estonia,2025,4,"Last to Breathe Wins $1,000!",People & Blogs,Stokes Twins,146983515,3542258,10319,PT36S,29
Estonia,2025,5,Level 1 to 1000 SLAP! 🖐️💥,Entertainment,Preston,60529709,928358,580,PT20S,31
Estonia,2025,6,Sigma Kid Love #funny #sigma,Entertainment,CRAZY GREAPA,121458001,2400115,7954,PT51S,30
Estonia,2025,7,"Last Team Standing Wins $250,000",Gaming,MrBeast Gaming,14336370,293778,3908,PT12M42S,25
Estonia,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
Estonia,2025,9,Sabrina Carpenter - Tears (Official Video),Music,SabrinaCarpenterVEVO,39425431,906830,40445,PT5M4S,30
Estonia,2025,10,I Spent $5000 Beating Steal A Brainrot,Gaming,LazarLazar,7801360,133886,6037,PT17M15S,30
Estonia,2025,11,Stranger Things 5 | Official Trailer | Netflix,Entertainment,Netflix,21383631,706225,35579,PT2M55S,30
Estonia,2025,12,"Stray Kids ""Do It"" M/V",Music,JYP Entertainment,52189835,1603246,148728,PT3M1S,27
Estonia,2026,1,"АВСТРАЛИЯ депо ""ДЖУНГЛИ""! НОВАЯ ЛОВУШКА по ПЕРЕХВАТУ ПОЕЗДОВ в РАСТ RUST",Gaming,ДЕРЖИ ДВЕРЬ,2129693,101664,3944,PT1H46M33S,31
Estonia,2026,2,Salvation (ft. Forts) | For Demacia 2026 Season 1 Cinematic - League of Legends,Gaming,League of Legends,48820071,316175,16278,PT4M55S,2
Finland,2024,10,小蚂蚁会选到什么呢！#火影忍者 #佐助 #家庭,People & Blogs,火影忍者一家,126658020,2506798,1616,PT47S,19
Finland,2024,11,Käärijä - Autiomaa (Official Music Video),People & Blogs,Käärijä,319301,9198,800,PT3M16S,29
Finland,2024,12,Magic trick REVEALED… 👀😱🤣 | Triple Charm #Shorts,Music,Triple Charm,146635777,3566034,7693,PT18S,31
Finland,2025,1,Portion Boys - Näihin Hommiin Ei Synnytä (MUSIIKKIVIDEO),Music,Portion Boys Official,498921,5228,213,PT3M59S,30
Finland,2025,2,The perfect snowball 😳❄️ (via @vidough/TT),Entertainment,SportsNation,82432374,,6064,PT31S,28
Finland,2025,3,KAJ - Bara bada bastu,Entertainment,Melodifestivalen,5701034,51533,9639,PT3M11S,31
Finland,2025,4,How Cheating Dice Work 🤔,Travel & Events,Zack D. Films,51404815,2847997,7296,PT39S,28
Finland,2025,5,CRAZIEST IMPOSSIBLE SHOT YET 🤯🏒 @AlwaysHockey,Sports,Dude Perfect,114867493,4863927,3519,PT44S,30
Finland,2025,6,HE DIDN’T EVEN HIT RIM 🤯⚽️,Sports,Dude Perfect,41328330,1418371,1539,PT51S,30
Finland,2025,7,Who was faster? 😳😱 @isabellaafro,Comedy,Jaymondy,194847562,3882677,10634,PT17S,22
Finland,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
Finland,2025,9,ZEROBASEONE (제로베이스원) 'ICONIK' MV,Music,ZEROBASEONE,51865928,207723,28859,PT3M14S,30
Finland,2025,10,JVG - Jääpähän (Virallinen Musiikkivideo),Music,Knight Rydazz,171187,1584,84,PT3M9S,28
Finland,2025,11,ROSALÍA - Berghain (Official Video) feat. Björk & Yves Tumor,Music,RosaliaVEVO,29017689,907596,42949,PT3M27S,30
Finland,2025,12,CENTRAL CEE - BOOGA (MUSIC VIDEO),Music,Central Cee,4571405,174104,8452,PT1M51S,31
Finland,2026,1,“Internet Girl” Visualizer | KATSEYE,Music,KATSEYE,12901626,435815,48989,PT2M46S,30
Finland,2026,2,Bruno Mars - I Just Might [Official Music Video],Music,Bruno Mars,57213771,1317129,58603,PT3M33S,2
France,2024,10,Jul - Freestyle Inarrêtable // 2024,Music,DORETDEPLATINE,696919,24980,1867,PT23M6S,14
France,2024,11,72h enfermés dans les catacombes,Entertainment,SQUEEZIE,6715692,369731,7190,PT1H23M29S,16
France,2024,12,To Brawl AND BEYOND!,Gaming,Brawl Stars,17184596,426721,31375,PT51S,25
France,2025,1,Rim'K - Run ft. @SDM92,Music,Rim'k,3251174,48768,1197,PT2M56S,17
France,2025,2,bref. 2 - ÉPISODE 1 OFFERT par @DisneyPlusFR,Entertainment,Kyan Khojandi,4388009,188124,7985,PT38M40S,15
France,2025,3,GIMS  - NINAO (Clip officiel),Music,GIMS,15113796,259059,8067,PT2M53S,15
France,2025,4,SuperMarket Simulator IRL (ft. Byilhan et Lebouseuh),Entertainment,Michou,4081590,161151,3124,PT1H4M25S,17
France,2025,5,Aya Nakamura & Joé Dwèt Filé - Baddies (Clip officiel),Music,Aya Nakamura,4870011,139781,5191,PT3M37S,16
France,2025,6,"Des inconnus nous jugent... #4 (ft Inoxtag, Amine, Pokimane & Tatiana)",Entertainment,SQUEEZIE,7410368,365855,4790,PT49M36S,15
France,2025,7,S’ENFUIR DE LA MAISON DU VOISIN ! (Hello Neighbor IRL 3 avec Inoxtag),Entertainment,Michou,7854032,320445,16020,PT1H1M50S,14
France,2025,8,"Stray Kids ""CEREMONY"" M/V",Music,JYP Entertainment,30678798,1238786,150032,PT2M52S,5
France,2025,9,Lady Gaga - The Dead Dance (Official Music Video),Music,LadyGagaVEVO,15172876,644663,47578,PT4M47S,5
France,2025,10,Bigflo & Oli - INSOLENT #5,Music,Bigflo et Oli,846669,60724,3689,PT4M22S,5
France,2025,11,OrelSan - Ailleurs [CLIP OFFICIEL],Music,orelsan,348287,11114,423,PT3M30S,5
France,2025,12,The Odyssey | Official Trailer,Entertainment,Universal Pictures,26142709,469965,24486,PT1M54S,5
France,2026,1,Les CONSÉQUENCES de Five Nights At Freddy's - Findings N°111,Entertainment,Feldup,2902364,200915,14877,PT4H30S,5
France,2026,2,The Last Goblina,Gaming,Clash Royale,1477746,40776,1267,PT1M27S,2
Georgia,2024,10,*are you satisfied [Nam Phương] #namphuong #shorts #kungfu #martialarts #fighting #shaolin,Entertainment,Nam Phương,184320109,3463707,7170,PT19S,19
Georgia,2024,11,Perfect Pitch Challenge? Easy! 🎤😎| Free Fire Official,Gaming,Garena Free Fire Global,108522026,1849637,5758,PT13S,30
Georgia,2024,12,Tuna 🍣 ​⁠@patrickzeinali ​⁠@ChefRush,Howto & Style,albert_cancook,184386940,5402709,9254,PT48S,28
Georgia,2025,1,Les vacances avec maman 😂,Comedy,Nicocapone,16223277,264457,257,PT11S,30
Georgia,2025,2,The perfect snowball 😳❄️ (via @vidough/TT),Entertainment,SportsNation,82432374,,6064,PT31S,28
Georgia,2025,3,Sigma Kid Dream #funny #sigma,Entertainment,CRAZY GREAPA,110688788,2699663,4170,PT32S,31
Georgia,2025,4,Too late,Entertainment,Alina Saito / 斎藤アリーナ,290680703,3909341,4716,PT12S,28
Georgia,2025,5,The evil durian was chasing me😵‍💫 #cat #cats,People & Blogs,Prince Tom,117917365,1529978,750,PT37S,29
Georgia,2025,6,"Cyclists, This Hose and Tire Trick Will Come in Handy #bike #tips #tricks",Howto & Style,Simple Creative,89779590,1312061,2857,PT15S,28
Georgia,2025,7,Who was faster? 😳😱 @isabellaafro,Comedy,Jaymondy,194847562,3882684,10634,PT17S,22
Georgia,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
Georgia,2025,9,Sabrina Carpenter - Tears (Official Video),Music,SabrinaCarpenterVEVO,39425431,906831,40445,PT5M4S,30
Georgia,2025,10,I Spent $5000 Beating Steal A Brainrot,Gaming,LazarLazar,7801360,133886,6037,PT17M15S,30
Georgia,2025,11,Stranger Things 5 | Official Trailer | Netflix,Entertainment,Netflix,21383631,706225,35579,PT2M55S,30
Georgia,2025,12,BLOK3 - KUSURA BAKMA (Official Music Video),Music,Blok3,63238193,570359,38083,PT2M54S,31
Georgia,2026,1,Zoya Baraghamyan - Qonn Em [Official Music Video] (2025),Music,Zoya,2349988,13666,515,PT2M47S,31
Georgia,2026,2,Salvation (ft. Forts) | For Demacia 2026 Season 1 Cinematic - League of Legends,Gaming,League of Legends,48820071,316175,16278,PT4M55S,2
Germany,2024,10,ROSÉ & Bruno Mars - APT. (Official Music Video),Music,ROSÉ,185682214,6836065,318301,PT2M54S,11
Germany,2024,11,The Weeknd - São Paulo feat. Anitta (Official Music Video),Music,TheWeekndVEVO,14958952,460883,77038,PT3M30S,15
Germany,2024,12,I Bought Everything In A Grocery Store!,People & Blogs,MrBeast 2,38265231,1171829,20778,PT6M39S,21
Germany,2025,1,Shirin David feat. Ski Aggu - Atzen & Barbies [Official Video],Entertainment,Shirin David,1385558,24915,3504,PT2M34S,14
Germany,2025,2,LISA - BORN AGAIN feat. Doja Cat & RAYE (Official Music Video),Music,LLOUD Official,49707567,2174744,123282,PT4M5S,17
Germany,2025,3,FULL SEGMENT: John Cena SELLS OUT and ruthlessly assaults Cody Rhodes: Elimination Chamber 2025,Sports,WWE,7042182,196822,31749,PT17M23S,14
Germany,2025,4,"AYMEN - PLUG (prod. by Chryziz, Slembeatz)",Music,MOONBOYS ENTERTAINMENT,1117829,18086,562,PT2M36S,15
Germany,2025,5,Elvana Gjata - Lumja Toka (Official Music Video),Music,Elvana Gjata,2362025,33237,362,PT2M58S,12
Germany,2025,6,ALLDAY PROJECT - ‘FAMOUS’ M/V,Music,THEBLACKLABEL,20746765,,29502,PT3M9S,13
Germany,2025,7,BLACKPINK - ‘뛰어(JUMP)’ M/V,Music,BLACKPINK,90701140,4814005,392378,PT3M14S,12
Germany,2025,8,Fouad Jned x Bessan Ismail x Amjad Jomaa - 3lash (Official Music Video) | علاش,Music,Fouad Jned,10438511,414594,64262,PT3M24S,5
Germany,2025,9,Lady Gaga - The Dead Dance (Official Music Video),Music,LadyGagaVEVO,11536437,572534,42292,PT4M47S,4
Germany,2025,10,Taylor Swift - The Fate of Ophelia (Official Music Video),Music,Taylor Swift,28196619,1129662,52932,PT3M59S,4
Germany,2025,11,MERO X AMO - ICE [Official Video],Music,MERO,460840,17537,678,PT2M46S,4
Germany,2025,12,Tayna - Diamond (Official Music Video),Music,Tayna,754678,10768,522,PT2M30S,5
Germany,2026,1,Jana Nayagan - Official Trailer | Thalapathy Vijay | Pooja Hegde | H Vinoth | Anirudh | KVN,Film & Animation,KVN PRODUCTIONS,28018824,1280615,88172,PT2M52S,3
Germany,2026,2,Bruce Springsteen - Streets Of Minneapolis (Official Lyric Video),Music,Bruce Springsteen,4990576,333945,33778,PT4M41S,2
Ghana,2024,10,*are you satisfied [Nam Phương] #namphuong #shorts #kungfu #martialarts #fighting #shaolin,Entertainment,Nam Phương,184296773,3463566,7170,PT19S,19
Ghana,2024,11,Caption this 😅,Music,Wendy Shay,1668425,59017,307,PT54S,30
Ghana,2024,12,Princess - Joey B,Music,Joey B,346059,13016,892,PT1M43S,31
Ghana,2025,1,He was confident he'd figured out HOW to BEAT Tyson. But Mike brought him back to reality #shorts,Sports,"This is MMA, baby",36218396,1185304,8286,PT1M9S,31
Ghana,2025,2,"OUR DATE FOR VALENTINE(BIMBO ADEMOYE, TIMINI EGBUSON, UCHE MONTANA)Latest Nigerian Movie 2025",Entertainment,BLACK MOVIES TV,2530574,20781,952,PT2H37M34S,28
Ghana,2025,3,KOJO BLAK - Next Door (with Sarkodie) [Official Visualizer],Music,KOJOBLAK,370578,8430,797,PT2M37S,31
Ghana,2025,4,FAKE HALLOWEEN PRANK KNIFE,Entertainment,MasomkaMagic,74238732,1873301,1149,PT21S,29
Ghana,2025,5,BURIED SECRETS LATEST BRAINJOTTER 2025 MOVIE  (full movie),Comedy,Brain Jotter,1664124,27759,4572,PT1H52M21S,31
Ghana,2025,6,DIY Bamboo Creations with Two clour Balloone Slingshots #Bamboo #Slingshots #Diy #Bambooart,People & Blogs,Bamboo Art,114720717,2427367,,PT19S,30
Ghana,2025,7,Black Sherif - Iron Boy (Visualizer),Music,BlackSherifVEVO,382464,13094,665,PT3M24S,26
Ghana,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
Ghana,2025,9,JUJUTSU KAISEN Season 3 | Official Teaser | Crunchyroll,Film & Animation,Crunchyroll,11808980,623283,22290,PT1M56S,30
Ghana,2025,10,La Fouine & Himra – Légendes (Clip Officiel),Music,La Fouine,8172292,226019,18954,PT3M9S,30
Ghana,2025,11,Shallipopi & Gunna - HIM (Official Video),Music,Shallipopi,3481872,52425,1932,PT3M22S,30
Ghana,2025,12,CENTRAL CEE - BOOGA (MUSIC VIDEO),Music,Central Cee,4571405,174104,8452,PT1M51S,31
Ghana,2026,1,Soda Pop (Huntrix Version) | KPop Demon Hunters Animation |【Female Cover by MilkyyMelodies】,Music,MilkyyMelodies,17784377,46226,925,PT2M20S,31
Ghana,2026,2,Bruno Mars - I Just Might [Official Music Video],Music,Bruno Mars,57213771,1317126,58601,PT3M33S,2
Greece,2024,10,小蚂蚁会选到什么呢！#火影忍者 #佐助 #家庭,People & Blogs,火影忍者一家,126658020,2506780,1616,PT47S,19
Greece,2024,11,APON - Xiliometra - Official Music Video,Music,PanikRecordsTube,1823255,11686,280,PT2M41S,30
Greece,2024,12,Νίκος Οικονομόπουλος – Το Βιογραφικό | Official Lyric Video (HD),Music,Νίκος Οικονομόπουλος Official YouTube Channel,3100026,22789,1275,PT3M31S,31
Greece,2025,1,ΤΟ ΑΠΙΘΑΝΟ ΠΑΖΛ...,Entertainment,GL Show,565585,20486,117,PT38S,28
Greece,2025,2,The perfect snowball 😳❄️ (via @vidough/TT),Entertainment,SportsNation,82432219,,6064,PT31S,28
Greece,2025,3,When he ran into the door! 😲,Entertainment,Justin Flom,96901830,4239575,8922,PT1M10S,28
Greece,2025,4,Ιουλία Καλλιμάνη - Κόντρα Παιδί - Official Music Video,Music,Michael Touratzidis TV,1418116,7593,1390,PT3M1S,28
Greece,2025,5,Marina Satti - LOLA (Official Music Video),Music,Marina Satti,1815259,37233,3311,PT4M26S,30
Greece,2025,6,LILA - BOSS (Official Music Video),Music,Barcode Entertainment,1001650,10192,681,PT2M25S,29
Greece,2025,7,Νικηφόρος Βυθούλκας – Το Χαμόγελό Σου | Official Music Video (4K),Music,Nikiforos Tv,529759,4870,1039,PT3M34S,29
Greece,2025,8,Avatar: Fire and Ash | Official Trailer,Entertainment,Avatar,23491016,565132,31943,PT2M26S,31
Greece,2025,9,Sabrina Carpenter - Tears (Official Video),Music,SabrinaCarpenterVEVO,39425431,906829,40445,PT5M4S,30
Greece,2025,10,Konstantinos Argiros x Noizy - Nero (Official Music Video),Music,Κωνσταντίνος Αργυρός Tv,9787735,53455,2083,PT3M13S,30
Greece,2025,11,ROSALÍA - Berghain (Official Video) feat. Björk & Yves Tumor,Music,RosaliaVEVO,29017689,907593,42949,PT3M27S,30
Greece,2025,12,BLOK3 - KUSURA BAKMA (Official Music Video),Music,Blok3,63238193,570354,38084,PT2M54S,31
Greece,2026,1,BUTRINT IMERI - BELAJA,Music,AVD Digital,2378725,22242,211,PT2M29S,31
Greece,2026,2,Bruno Mars - I Just Might [Official Music Video],Music,Bruno Mars,57213771,1317126,58601,PT3M33S,2
Guatemala,2024,10,JENNIE - Mantra (Official Music Video),Music,JENNIE,73307048,3115294,238487,PT2M28S,19
Guatemala,2024,11,"Dos Días - Tito Double P, Peso Pluma (Video Oficial)",Music,Tito Double P,30861447,215571,3764,PT2M45S,29
Guatemala,2024,12,"Beat Ronaldo, Win $1,000,000",Entertainment,MrBeast,179234402,6818431,105232,PT22M45S,31
