video_trending_country,video_category_id,trending_appearances,total_views,avg_views,total_likes,rank
Kenya,Comedy,3166,4707100392,27208673,107001923,6
Kenya,News & Politics,2473,218527487,860344,4570965,7
Kenya,Film & Animation,1801,1298435313,7213530,40848506,8
Kenya,Howto & Style,1358,5302756723,55818492,83225133,9
Kenya,Education,470,311030310,10033236,5697396,10
Kuwait,Gaming,17067,3101268991,1135164,105830341,1
Kuwait,Entertainment,16484,4918051508,5028683,130514053,2
Kuwait,Music,12547,7487923017,11736556,161731553,3
Kuwait,People & Blogs,7359,1262681002,2066581,33219385,4
Kuwait,Sports,5553,1360668257,2318004,35513031,5
Kuwait,Film & Animation,3625,1113471936,6220514,27555070,6
Kuwait,Comedy,1398,128080694,1940617,6335391,7
Kuwait,News & Politics,854,112910505,1411381,1559052,8
Kuwait,Education,563,83585021,2532879,3753800,9
Kuwait,Howto & Style,427,119706708,6300353,3957341,10
Laos,Gaming,24646,3249495567,628894,66093183,1
Laos,People & Blogs,12663,19195656988,20887548,342962421,2
Laos,Music,10810,3483176017,5700779,60599671,3
Laos,Entertainment,9843,19205507912,29729888,468313677,4
Laos,Howto & Style,1945,5173776130,38900572,75322731,5
Laos,Comedy,1893,3427716304,32336946,55620736,6
Laos,Film & Animation,1371,632097054,3653740,14374120,7
Laos,Sports,608,1346609401,30604759,25750590,8
Laos,Pets & Animals,508,1074649936,35821665,17903481,9
Laos,News & Politics,338,65013533,2708897,1394728,10
Latvia,Entertainment,10478,18047307493,25781868,553629308,1
Latvia,Gaming,10404,3830204285,2539923,122254324,2
Latvia,People & Blogs,7880,10909896521,26739942,243942564,3
Latvia,Comedy,3724,3694579360,15018615,97569738,4
Latvia,Music,3175,2228005428,13585399,63605760,5
Latvia,Sports,2948,4102605205,23443458,119502178,6
Latvia,Film & Animation,1510,705525630,9664735,20611101,7
Latvia,News & Politics,1478,310726134,3046335,7116929,8
Latvia,Autos & Vehicles,889,200413886,4264125,5415827,9
Latvia,Science & Technology,869,1218389888,24865100,48669652,10
Lebanon,Gaming,14893,2889110984,1163557,89902884,1
Lebanon,Entertainment,9254,3159425587,5744410,97126292,2
Lebanon,Music,7102,3922283409,10572192,93019948,3
Lebanon,People & Blogs,5074,1016839628,1375967,27199361,4
Lebanon,Sports,3092,1089565914,3796397,30957575,5
Lebanon,Comedy,949,104525533,2750672,4891824,6
Lebanon,News & Politics,647,94373494,1715882,1321427,7
Lebanon,Education,480,79735170,3189407,3533315,8
Lebanon,Howto & Style,443,101864951,4428911,3712251,9
Lebanon,Film & Animation,380,187828436,8944211,9767393,10
Libya,Gaming,26707,3092626007,491517,116200893,1
Libya,Music,19896,5004048204,4820856,114143709,2
Libya,Entertainment,15403,3332843910,3177163,104142633,3
Libya,People & Blogs,9974,1255366306,964183,34181278,4
Libya,Sports,4602,1150067863,2436584,32354767,5
Libya,Film & Animation,1669,284092445,2120093,13569185,6
Libya,Comedy,1560,140072898,1867639,6190281,7
Libya,News & Politics,951,107527301,1327498,1565771,8
Libya,Howto & Style,699,137720552,1020152,5795268,9
Libya,Education,666,87150029,2125610,4015526,10
Liechtenstein,Gaming,19840,4324937692,1015720,143150042,1
Liechtenstein,Entertainment,15011,15275854906,11307072,494553993,2
Liechtenstein,Music,13552,5729370213,7440741,138406629,3
Liechtenstein,People & Blogs,5620,10248035077,25179447,251692998,4
Liechtenstein,Sports,5269,5349927873,12327023,171598709,5
Liechtenstein,Comedy,3001,3476989189,19644007,112621418,6
Liechtenstein,Film & Animation,1285,709915944,6697320,24530800,7
Liechtenstein,Autos & Vehicles,958,206224827,3077982,6829069,8
Liechtenstein,Howto & Style,896,2199939215,42306523,39636602,9
Liechtenstein,Science & Technology,896,1342227251,16368625,56305006,10
Lithuania,Gaming,17184,5117699566,1797576,163675148,1
Lithuania,Entertainment,11985,21869316784,27508575,643905383,2
Lithuania,People & Blogs,8947,15854548766,30725870,342783211,3
Lithuania,Music,7440,2987080657,7505228,80911503,4
Lithuania,Comedy,3821,5290007355,21950238,138112439,5
Lithuania,Sports,2757,4104107355,23723164,124542970,6
Lithuania,News & Politics,1258,239891851,2180835,4937844,7
Lithuania,Film & Animation,1251,828050978,12739246,28238819,8
Lithuania,Howto & Style,1153,4081748398,55158762,65578817,9
Lithuania,Science & Technology,1035,1338332854,18333327,52965049,10
Luxembourg,Entertainment,15086,18991979731,29263451,609810572,1
Luxembourg,Sports,5960,6026868054,13886793,171179082,2
Luxembourg,People & Blogs,4821,9771083723,48133417,223054563,3
Luxembourg,Comedy,4238,3400277369,20483599,98068943,4
Luxembourg,Gaming,3711,2181447412,8422577,66417140,5
Luxembourg,Music,2221,2101231899,23877635,60175497,6
Luxembourg,News & Politics,1521,379033574,3542370,6219303,7
Luxembourg,Autos & Vehicles,1240,115060218,2130745,5857362,8
Luxembourg,Science & Technology,920,1208531591,27466627,46465545,9
Luxembourg,Education,675,134726554,4989872,4797625,10
Malaysia,Gaming,17751,6243444834,1146638,161675450,1
Malaysia,Music,16982,7081152509,3794830,170142125,2
Malaysia,Entertainment,8636,21852920538,28982653,618435808,3
Malaysia,People & Blogs,7927,17558884525,23164755,360088196,4
Malaysia,Film & Animation,2452,2023887980,5455224,54747517,5
Malaysia,Sports,1746,3149504404,16932819,91086847,6
Malaysia,Comedy,1597,3981456677,37560912,94619441,7
Malaysia,Howto & Style,605,3588385375,58825990,60498826,8
Malaysia,Pets & Animals,370,1041802655,45295768,18532828,9
Malaysia,Science & Technology,267,858489071,42924454,25950026,10
Malta,Entertainment,10615,15726018910,36657387,502996536,1
Malta,People & Blogs,4732,7069540051,37805027,182571610,2
Malta,Sports,4240,4379251661,14358202,122950923,3
Malta,Comedy,2365,2818391948,32027181,91901365,4
Malta,Gaming,2352,1750212011,8065493,55078122,5
Malta,Music,1859,2477930560,32604349,68732635,6
Malta,Film & Animation,1722,987392484,16186762,37592890,7
Malta,Travel & Events,663,889703027,34219347,46446212,8
Malta,Science & Technology,599,1121451985,46727166,46643131,9
Malta,News & Politics,495,222451246,5055710,3250105,10
Mexico,Music,32454,8950690608,964306,285487091,1
Mexico,Gaming,23256,5743791777,356558,180677429,2
Mexico,People & Blogs,13455,1930492529,499222,49524966,3
Mexico,Entertainment,13416,4692246399,2011250,163656512,4
Mexico,Sports,5438,1249768985,1806025,28302466,5
Mexico,Film & Animation,2193,765750651,1139510,30256210,6
Mexico,News & Politics,1592,149583612,799912,1876668,7
Mexico,Comedy,1170,102624525,900215,6390346,8
Mexico,Howto & Style,942,77133460,1353219,2553713,9
Mexico,Travel & Events,358,21949524,627129,1220522,10
Moldova,Gaming,15154,3362057133,1149028,108065857,1
Moldova,Entertainment,10812,20797987491,31228209,573123329,2
Moldova,Music,10312,2979722307,5686493,58177442,3
Moldova,People & Blogs,9761,16409956925,27034525,324746106,4
Moldova,Comedy,4045,4506016646,16035646,100899530,5
Moldova,Sports,1777,2777970809,26456865,70088865,6
Moldova,Film & Animation,1524,734977655,8963142,19667907,7
Moldova,Howto & Style,1206,4611236537,54249842,70120563,8
Moldova,News & Politics,1119,270552676,3468624,6043524,9
Moldova,Science & Technology,352,860288504,45278342,25868255,10
Montenegro,Entertainment,16657,22987991142,20860246,602647502,1
Montenegro,People & Blogs,9817,17168084974,29197423,322949310,2
Montenegro,Music,7651,1946861805,5378071,34643495,3
Montenegro,Gaming,6106,2152948463,1936105,60104901,4
Montenegro,Comedy,3733,5137038278,24697299,106985308,5
Montenegro,Sports,2751,4073317678,21105273,110911891,6
Montenegro,Howto & Style,1706,5586079535,43984878,83654717,7
Montenegro,News & Politics,1165,106203644,1041212,2129030,8
Montenegro,Film & Animation,461,484099476,17289267,12839991,9
Montenegro,Autos & Vehicles,229,83377701,5955550,1183431,10
Morocco,Gaming,31578,5148887379,342119,171106331,1
Morocco,Music,18191,5178996410,2543711,141566030,2
Morocco,Entertainment,15482,3788276574,2429940,117157972,3
Morocco,People & Blogs,13174,1423789784,536267,44059337,4
Morocco,Sports,6341,1377444830,1490741,35734815,5
Morocco,News & Politics,2060,200536846,987866,3141499,6
Morocco,Comedy,1719,157811234,1384309,7471596,7
Morocco,Education,1360,101981272,871635,4486022,8
Morocco,Howto & Style,1347,147118749,812811,6506582,9
Morocco,Film & Animation,1325,327117347,1660494,15503155,10
Nepal,Gaming,17864,4720307760,929927,138194120,1
Nepal,Music,15337,5768923405,3639699,129550824,2
Nepal,Entertainment,12304,24465230802,21311177,614010568,3
Nepal,People & Blogs,9465,19603345508,23062759,430559194,4
Nepal,Comedy,2644,5505157992,33163602,135790614,5
Nepal,Film & Animation,2279,1756289596,6887410,33230874,6
Nepal,Science & Technology,1128,1727358371,26989975,45848507,7
Nepal,Sports,1047,2079193575,16904013,56872062,8
Nepal,Howto & Style,793,4119712350,63380190,70357754,9
Nepal,Education,425,550246982,14871540,18169425,10
Netherlands,Gaming,27133,6307885477,696927,220245718,1
Netherlands,Entertainment,11677,14779725123,8407125,487381844,2
Netherlands,Music,6783,4707948306,5167891,136304648,3
Netherlands,People & Blogs,5543,9318365159,15151813,236643807,4
Netherlands,Sports,3812,4684339993,12558552,152534991,5
Netherlands,Comedy,2573,3260793677,11322200,105595127,6
Netherlands,Film & Animation,1178,1143042874,5686780,39546710,7
Netherlands,News & Politics,964,228774735,2310856,5614837,8
Netherlands,Science & Technology,746,1208541413,12588973,55441003,9
Netherlands,Howto & Style,583,1645545790,37398768,28878167,10
New Zealand,Gaming,24022,5904608116,1538059,183694744,1
New Zealand,Entertainment,12025,15870919405,15744960,524197049,2
New Zealand,Music,7445,6329258008,16354672,158368234,3
New Zealand,People & Blogs,5232,7515162205,22500486,219726147,4
New Zealand,Sports,3781,3735256317,11493096,126611463,5
New Zealand,Film & Animation,2749,1683017096,9508571,55304663,6
New Zealand,Comedy,2711,3343435643,20638492,119942879,7
New Zealand,Science & Technology,1097,1477370147,18940643,69976097,8
New Zealand,News & Politics,623,281217377,5207729,6847458,9
New Zealand,Education,440,238194036,10356262,9433911,10
Nicaragua,Gaming,22312,4376656675,900917,120993481,1
Nicaragua,Music,20718,8517725015,8441749,205779646,2
Nicaragua,Entertainment,9538,4403842580,7339738,142480591,3
Nicaragua,People & Blogs,8029,1488235973,2455835,30002221,4
Nicaragua,Sports,3093,889675272,2985487,21976818,5
Nicaragua,Film & Animation,877,294125123,6684662,12838783,6
Nicaragua,News & Politics,694,82805570,1075397,886100,7
Nicaragua,Howto & Style,495,78636147,4625656,1926067,8
Nicaragua,Comedy,398,46961080,2608949,3168516,9
Nicaragua,Education,281,22899345,693920,586877,10
Nigeria,Music,16636,4017810032,3669233,100443817,1
Nigeria,Entertainment,11993,8387450114,9087162,239194045,2
Nigeria,Gaming,11935,1912369205,764948,58599809,3
Nigeria,People & Blogs,5546,7127002135,16613059,166199705,4
Nigeria,Sports,4893,2362866566,3629595,58946647,5
Nigeria,Film & Animation,4692,1344130088,3394268,49502675,6
Nigeria,Comedy,2459,1627300203,12328032,46013067,7
Nigeria,Howto & Style,1054,1704525197,34090504,30756402,8
Nigeria,News & Politics,832,138744618,1900611,4546970,9
Nigeria,Science & Technology,382,535725550,17857518,15018336,10
North Macedonia,Entertainment,18519,27782889510,25629972,708594486,1
North Macedonia,People & Blogs,12084,21920412296,34960785,414644087,2
North Macedonia,Music,10172,3270328897,7805081,55901599,3
North Macedonia,Gaming,6254,2782597727,2409176,74386815,4
North Macedonia,Comedy,4847,6097747645,25407282,128530938,5
North Macedonia,Sports,2471,4189376238,26854976,119687543,6
North Macedonia,Howto & Style,2076,6155972205,43659377,92265231,7
North Macedonia,Film & Animation,704,798880855,19484899,21429172,8
North Macedonia,News & Politics,603,16581088,255094,339818,9
North Macedonia,Travel & Events,442,728413301,38337542,25152701,10
Norway,Gaming,30040,6196493168,1102971,209343539,1
Norway,Entertainment,11210,15573223017,15403781,525263390,2
Norway,People & Blogs,5558,9292493640,25389327,251396802,3
Norway,Sports,4955,5186843836,11059369,170839529,4
Norway,Music,3538,3921204336,19316278,114396001,5
Norway,Comedy,3169,3529694079,14893224,130039257,6
Norway,Film & Animation,1513,1010954640,10315864,41106405,7
Norway,Science & Technology,1230,1533257857,17227616,70541366,8
Norway,Education,685,334117119,8352928,13427942,9
Norway,Howto & Style,469,1396491695,60717030,24784047,10
Oman,Gaming,18241,2557941706,909652,100218558,1
Oman,Entertainment,15058,4579481356,5419505,123894463,2
Oman,People & Blogs,7115,1248658856,2225773,32617096,3
Oman,Music,5987,5553227495,20798605,131994056,4
Oman,Sports,4189,1303200868,3051993,33659785,5
Oman,Film & Animation,3004,903241110,6498137,22450029,6
Oman,Comedy,993,114588507,2122009,5710811,7
Oman,News & Politics,846,114830568,1617332,1602868,8
Oman,Education,513,81394229,3014601,3695208,9
Oman,Howto & Style,427,100784342,4799254,3674004,10
Pakistan,Gaming,20112,4352942935,789292,117182100,1
Pakistan,Entertainment,12662,22811557954,17656005,542402285,2
Pakistan,Music,12232,5598948114,4178319,116033919,3
Pakistan,People & Blogs,9937,18733161929,19971388,412980155,4
Pakistan,Comedy,2552,4923676124,28962801,109486317,5
Pakistan,Film & Animation,1244,1185913446,6341783,28985641,6
Pakistan,Howto & Style,1155,5054888202,54944437,84492617,7
Pakistan,Science & Technology,1035,1441738974,24436254,38819284,8
Pakistan,Sports,916,1254926741,7514531,29473775,9
Pakistan,News & Politics,475,94452090,2053306,1850744,10
Panama,Music,20619,7835575091,8353492,210657950,1
Panama,Gaming,17292,3846755027,1199487,113683948,2
Panama,Entertainment,10310,4616349241,6983887,151400579,3
Panama,People & Blogs,6104,1342411045,4007197,29924111,4
Panama,Sports,3672,1109744642,2935832,26235070,5
Panama,Film & Animation,1500,521451836,6518148,18449095,6
Panama,Howto & Style,757,87902961,3255665,2342485,7
Panama,News & Politics,656,79967577,1052205,957640,8
Panama,Comedy,400,45777740,2288887,3408037,9
Panama,Travel & Events,197,9821925,1091325,493287,10
Papua New Guinea,Gaming,32985,8805561490,393246,302143756,1
Papua New Guinea,Music,16169,7896321315,1392158,330837251,2
Papua New Guinea,Entertainment,14157,7794553034,1670142,228061329,3
Papua New Guinea,Sports,10448,2847285393,1371525,58456190,4
Papua New Guinea,People & Blogs,6656,2116230228,1045568,59097246,5
Papua New Guinea,News & Politics,3582,712775094,1142268,8615834,6
Papua New Guinea,Film & Animation,3116,2046303602,1975197,63058711,7
Papua New Guinea,Comedy,1932,409769331,985022,20511291,8
Papua New Guinea,Autos & Vehicles,1864,420236995,1400790,18150417,9
Papua New Guinea,Science & Technology,1532,752956407,2689130,17089960,10
Paraguay,Gaming,30000,5194644377,683416,147470216,1
Paraguay,Music,22228,8482946479,7080924,219967359,2
Paraguay,Entertainment,12993,4771315534,5086690,156198685,3
Paraguay,People & Blogs,9050,1640782011,2184796,35221673,4
Paraguay,Sports,3976,1169764763,3038350,27339619,5
Paraguay,Film & Animation,1782,586955867,4695647,22147313,6
Paraguay,Comedy,827,67435370,1532622,4560216,7
Paraguay,Howto & Style,783,84595110,2917073,2398487,8
Paraguay,News & Politics,536,69485083,1198019,760172,9
Paraguay,Pets & Animals,313,35804166,3580417,491551,10
Peru,Music,29932,9486232523,1604572,281032081,1
Peru,Gaming,26581,5972564449,336179,180525247,2
Peru,Entertainment,13880,4785778230,2173378,164337604,3
Peru,People & Blogs,12211,2036873744,739874,46756796,4
Peru,Sports,4861,1292954250,2023403,29352107,5
Peru,Film & Animation,2409,785496861,1358991,27953425,6
Peru,Comedy,1489,111849391,1016813,6408072,7
Peru,News & Politics,1320,122313798,789121,1578045,8
Peru,Howto & Style,886,77114104,1713647,2476894,9
Peru,Travel & Events,347,19900749,686233,1056212,10
Philippines,Gaming,18587,6413434686,1133516,175416539,1
Philippines,People & Blogs,14672,18282176619,7077885,383271203,2
Philippines,Music,12297,4286793566,1885133,128716568,3
Philippines,Entertainment,9756,22148467803,16565795,622139144,4
Philippines,Comedy,2238,4743707501,24578795,106207754,5
Philippines,Film & Animation,2200,2200019221,6727888,75317696,6
Philippines,Sports,1068,2861972733,20589732,76764519,7
Philippines,Howto & Style,929,3955867231,39558672,63348773,8
Philippines,News & Politics,685,152478479,1657375,1222442,9
Philippines,Education,490,392594094,9575466,8873910,10
Poland,Gaming,20522,3625259793,397856,126547263,1
Poland,Music,17905,3395457074,1091436,101723267,2
Poland,Entertainment,10325,12411366385,8176131,410142717,3
Poland,People & Blogs,6723,8856476003,8777479,204872653,4
Poland,Sports,2306,3438189278,10811916,107498572,5
Poland,Comedy,1153,2648063738,19471057,76601552,6
Poland,Howto & Style,1084,1949093669,15846290,33538233,7
Poland,News & Politics,1030,163461841,1297316,4048904,8
Poland,Film & Animation,986,644794051,3980210,23860401,9
Poland,Education,736,220026107,2820848,5177387,10
Portugal,Gaming,17741,4939054957,1035007,163772703,1
Portugal,Music,14734,5747527493,4612783,145681444,2
Portugal,Entertainment,11631,16544596441,13764223,516158448,3
Portugal,People & Blogs,7926,12468533085,15317608,263843423,4
Portugal,Sports,3535,4544369752,13812674,140779240,5
Portugal,Comedy,2263,3278717972,26229744,87892955,6
Portugal,Film & Animation,785,656878228,6702839,19385402,7
Portugal,Science & Technology,625,1105108865,18418481,42967588,8
Portugal,Howto & Style,455,3005475039,79091448,48667947,9
Portugal,Education,197,205964088,18724008,4660480,10
Puerto Rico,Music,16419,6637243334,8575250,180459987,1
Puerto Rico,Gaming,11053,3339461226,2037499,108705695,2
Puerto Rico,Entertainment,8734,4725175168,6938583,153698464,3
Puerto Rico,People & Blogs,3123,859178114,5805258,19210167,4
Puerto Rico,Film & Animation,1271,641514663,8669117,23471368,5
Puerto Rico,Sports,1097,630265518,5386885,18453677,6
Puerto Rico,News & Politics,623,72207220,1146146,868784,7
Puerto Rico,Howto & Style,445,57193998,3364353,1571375,8
Puerto Rico,Comedy,399,52449859,2913881,3543740,9
Puerto Rico,Autos & Vehicles,227,46517526,5168614,2810120,10
Qatar,Entertainment,11641,4726290996,7001913,121830148,1
Qatar,Gaming,8948,2426523943,2172358,83139474,2
Qatar,Music,7491,6872247103,18374992,149068936,3
Qatar,People & Blogs,4889,1154619594,3552676,29901707,4
Qatar,Sports,4712,1377117995,2643221,34892993,5
Qatar,Film & Animation,3154,1093565234,6509317,25390769,6
Qatar,Comedy,1051,150702602,2790789,7384256,7
Qatar,News & Politics,767,120475405,1912308,1864846,8
Qatar,Education,463,81587369,3137976,3695737,9
Qatar,Howto & Style,374,97992996,5764294,3560252,10
Romania,Music,28140,4476401202,2107534,91649306,1
Romania,Gaming,16900,4138195458,758606,120920027,2
Romania,Entertainment,10873,20030818025,21492294,540989672,3
Romania,People & Blogs,9191,16475040957,18469777,329334226,4
Romania,Comedy,3107,5106463470,25031684,122640163,5
Romania,Howto & Style,1888,4473259008,32651526,70577077,6
Romania,Sports,1644,3372624692,20947979,97151261,7
Romania,Film & Animation,828,723634497,8718488,22314741,8
Romania,Education,464,389875749,13924134,6743572,9
Romania,News & Politics,357,53862472,2244270,1413205,10
Russia,Gaming,35093,4927431756,176604,214535045,1
Russia,People & Blogs,8213,7166662432,1892938,193406492,2
Russia,Entertainment,7013,10165938250,3217069,361943388,3
Russia,Music,3997,2023947083,961952,97898736,4
Russia,Comedy,3194,2406684905,1790688,91688477,5
Russia,News & Politics,2874,1049535634,771717,32980917,6
Russia,Sports,1601,2255426095,3376386,68458619,7
Russia,Film & Animation,1541,965524688,1160486,39338400,8
Russia,Autos & Vehicles,1448,333144202,638207,12901237,9
Russia,Science & Technology,949,689798680,1489846,26184555,10
Saudi Arabia,Gaming,30771,5604720688,356172,186216649,1
Saudi Arabia,Entertainment,19916,5170302193,2018073,147633347,2
Saudi Arabia,Music,15193,7580061818,2541087,205678176,3
Saudi Arabia,People & Blogs,12156,1517271637,504244,45396000,4
Saudi Arabia,Sports,6450,1441729898,1793196,36934499,5
Saudi Arabia,Film & Animation,2598,1169074809,2248221,33118754,6
Saudi Arabia,Comedy,2238,208151120,1396987,10157520,7
Saudi Arabia,News & Politics,1498,145543408,1128243,2030772,8
Saudi Arabia,Education,943,98309696,1512457,4445216,9
Saudi Arabia,Howto & Style,671,120938736,1221603,5042518,10
Senegal,Music,10127,1414012861,2025806,32447260,1
Senegal,People & Blogs,8968,17469234777,27210646,326607866,2
Senegal,Entertainment,8618,15492143342,20304251,374428783,3
Senegal,Gaming,6897,816896252,590670,21010680,4
Senegal,Sports,3099,2165503820,4888270,45285078,5
Senegal,Howto & Style,2523,6462689771,39893147,97390452,6
Senegal,Comedy,2367,4360203206,33031842,78460481,7
Senegal,Film & Animation,2201,1047927176,3137507,27555496,8
Senegal,News & Politics,2175,65763500,238274,1651649,9
Senegal,Education,272,260349528,13017476,4370166,10
Serbia,Gaming,18856,4050898488,972838,115031730,1
Serbia,Entertainment,16391,20452193709,15517598,551536121,2
Serbia,Music,11025,3801346976,5682133,86657652,3
Serbia,People & Blogs,9479,16149483736,20313816,319083004,4
Serbia,Comedy,3309,4759298952,22771765,109609626,5
Serbia,Sports,3000,3918734839,16193119,112429865,6
Serbia,Howto & Style,1867,5100322535,37780167,78786135,7
Serbia,News & Politics,1116,152868388,1442155,3097057,8
Serbia,Film & Animation,897,626290943,10987560,20735140,9
Serbia,Education,461,334300579,7267404,6156046,10
Singapore,Gaming,18867,5001563979,1166954,145944263,1
Singapore,Entertainment,12441,14161201896,12746356,442966836,2
Singapore,Music,11781,8147911985,10353128,224266839,3
Singapore,People & Blogs,6748,9307154905,17461829,246904897,4
Singapore,Film & Animation,4439,2045229883,5138769,62889082,5
Singapore,Sports,3574,3472936225,8288631,109060897,6
Singapore,Comedy,2013,2544658375,18047223,108603870,7
Singapore,News & Politics,1604,418495306,2717502,12093166,8
Singapore,Science & Technology,883,1585070108,22643859,63796944,9
Singapore,Education,848,759862739,15507403,17437111,10
Slovakia,Gaming,19318,4005641351,1058014,125176719,1
Slovakia,Entertainment,15715,20991228233,15653414,596726518,2
Slovakia,Music,11199,3762019105,6249201,94017727,3
Slovakia,People & Blogs,10488,17354646565,22480112,366323889,4
Slovakia,Comedy,3768,5482812341,26615594,136555713,5
Slovakia,Sports,3273,4624314591,18063729,135332631,6
Slovakia,Howto & Style,2004,5103635867,41492975,80087931,7
Slovakia,Film & Animation,982,656096690,11929031,23576288,8
Slovakia,News & Politics,877,132171397,1235247,2918618,9
Slovakia,Science & Technology,626,1015603742,19913799,33242920,10
Slovenia,Entertainment,14777,24803409372,28975946,720900460,1
Slovenia,People & Blogs,10647,18164323980,36183912,397867193,2
Slovenia,Music,7917,3281053240,9088790,82052366,3
Slovenia,Gaming,6245,3053716396,3238299,87792319,4
Slovenia,Sports,5177,6080102766,18095544,182144729,5
Slovenia,Comedy,4267,5503471865,28663916,144622977,6
Slovenia,Howto & Style,1518,4610975710,52397451,72301071,7
Slovenia,Science & Technology,788,1432326716,35808168,54605786,8
Slovenia,News & Politics,567,217365369,4101233,4532184,9
Slovenia,Education,548,417319965,15456295,10920296,10
South Africa,Music,19007,3097655767,1791588,90999347,1
South Africa,Gaming,16408,4783453429,931902,144258712,2
South Africa,Entertainment,9008,19613097956,20537275,580001024,3
South Africa,People & Blogs,7010,14352657373,21358121,324853323,4
South Africa,Sports,3094,4190001527,13012427,129008892,5
South Africa,Comedy,2739,4853228782,28548405,130644567,6
South Africa,Film & Animation,1743,1442027820,6866799,50591120,7
South Africa,Howto & Style,959,4363512097,57414633,74053601,8
South Africa,Science & Technology,538,1272698684,29597644,52199793,9
South Africa,News & Politics,485,83190394,1599815,2840283,10
South Korea,Gaming,32319,2758539832,137514,45367849,1
South Korea,Entertainment,19438,3502702339,1642919,89297402,2
South Korea,People & Blogs,16035,1659361711,996015,33490149,3
South Korea,Music,12325,4722290890,1769974,157897449,4
South Korea,Comedy,3995,450911567,1383164,8175639,5
South Korea,Sports,2793,468149985,1188198,8249192,6
South Korea,Howto & Style,2636,101643291,540656,2290920,7
South Korea,Travel & Events,2341,118976388,708193,2328010,8
South Korea,Film & Animation,1533,365524643,1439073,10264473,9
South Korea,Pets & Animals,546,29225615,712820,784958,10
Spain,Gaming,21811,6090458897,431305,239319350,1
Spain,Music,15945,5260690775,1095293,201225465,2
Spain,Entertainment,9210,12799676541,4540502,476501095,3
Spain,Sports,6653,5072584863,2985630,147533543,4
Spain,People & Blogs,5610,8828812309,4716246,226324769,5
Spain,Film & Animation,1546,924809507,1696898,38493123,6
Spain,News & Politics,1302,309509375,958233,7667531,7
Spain,Comedy,1188,2168028554,8212229,71999750,8
Spain,Science & Technology,706,1151474383,7241977,51887331,9
Spain,Education,540,327700828,2777126,8629028,10
Sri Lanka,Music,16435,3640365096,2048602,86559114,1
Sri Lanka,Entertainment,13840,20412809705,16800666,530968305,2
Sri Lanka,Gaming,13182,1502543770,389765,38153583,3
Sri Lanka,People & Blogs,9995,15869855190,15981727,337014529,4
Sri Lanka,Comedy,2849,4038040990,23614275,93862216,5
Sri Lanka,Film & Animation,1791,941323757,3780417,21684268,6
Sri Lanka,Sports,1434,2024758259,8880519,50195379,7
Sri Lanka,Howto & Style,1335,4832603161,50339616,78280759,8
Sri Lanka,News & Politics,913,67543422,703577,930268,9
Sri Lanka,Education,771,434294606,3809602,7324675,10
Sweden,Gaming,30437,6925949392,876259,218416536,1
Sweden,Entertainment,10752,16780357535,13948759,552188163,2
Sweden,People & Blogs,7329,10836174762,16905109,276530747,3
Sweden,Music,3999,4166382373,10262026,114137183,4
Sweden,Sports,3743,4796338838,12020899,159127452,5
Sweden,Comedy,3402,3955342783,16013534,128529116,6
Sweden,Film & Animation,1258,1096455345,7776279,42088523,7
Sweden,Science & Technology,1103,1447341988,12808336,69138434,8
Sweden,News & Politics,745,280543638,3791130,6696969,9
Sweden,Howto & Style,593,2022063878,53212207,37111790,10
Switzerland,Gaming,19840,4324728199,1015671,143140250,1
Switzerland,Entertainment,15011,15275489810,11306802,494544606,2
Switzerland,Music,13554,5729504429,7440915,138408587,3
Switzerland,People & Blogs,5621,10247800454,25178871,251688621,4
Switzerland,Sports,5269,5349727064,12326560,171594959,5
Switzerland,Comedy,3001,3477515460,19646980,112640853,6
Switzerland,Film & Animation,1285,709866619,6696855,24529692,7
Switzerland,Autos & Vehicles,959,206236695,3078160,6829415,8
Switzerland,Howto & Style,896,2199915093,42306059,39636067,9
Switzerland,Science & Technology,896,1342207872,16368389,56304328,10
Taiwan,Gaming,23251,2281029632,218469,47630848,1
Taiwan,People & Blogs,15417,5514382364,2070741,128164605,2
Taiwan,Music,12720,4968803160,2052376,154724867,3
Taiwan,Entertainment,9369,6225464920,4212087,180888165,4
Taiwan,News & Politics,4434,366280906,450530,7714545,5
Taiwan,Film & Animation,2914,361418369,586718,7894535,6
Taiwan,Sports,1908,1453317607,4237078,39359364,7
Taiwan,Howto & Style,1099,1233945312,4764268,20159828,8
Taiwan,Pets & Animals,945,395137416,3528013,9301315,9
Taiwan,Education,732,413238594,4443426,6887322,10
Tanzania,Music,11751,1303511861,1897397,30259186,1
Tanzania,Entertainment,4776,4984095288,12979415,123327171,2
Tanzania,Sports,4586,2445068256,5258211,58749219,3
Tanzania,People & Blogs,4301,7235930472,24951484,140968027,4
Tanzania,Gaming,2682,317837469,587500,9394042,5
Tanzania,News & Politics,2659,75584753,307255,1365425,6
Tanzania,Film & Animation,1815,475165019,3863130,15452833,7
Tanzania,Comedy,1611,1498628261,17630921,33365550,8
Tanzania,Howto & Style,1102,2695556912,55011366,44333859,9
Tanzania,Education,361,432497532,24027641,6568528,10
Thailand,Gaming,26920,4260638305,262500,131421094,1
Thailand,Music,13659,4183341435,854790,158729114,2
Thailand,Entertainment,8864,14781526740,5550705,434444725,3
Thailand,People & Blogs,6945,11630573493,4864313,237450685,4
Thailand,Sports,3398,2839752646,2676487,71271965,5
Thailand,News & Politics,3022,840624967,855163,11927444,6
